,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
1168,Y Koghbatsi,eighty square metres,40.180105311119,44.50945648612,3 room,  9/10 ,Rent-850$/month,Y Koghbatsi three room eighty square metres  floor ninth/tenth  Rent-850$/month For rent apartment area sqm th floor panel building Kohbatsi Street The apartment completely renovated local heating air conditioning system installed floor covered tile bathroom lined plumbing fixture There open balcony view courtyard The apartment comfortably furnished equipped household appliance accessory The apartment provided necessary household item dish bedding There Internet cable TV The building uninterrupted elevator There shop entertainment venue nearby ,1.0,0.9316999912261963,Rent,850.0,$,850.0
1169,Komitas ave ,sixty-five square metres,40.203507883306,44.499388678511,3 room,"  9/18 , new construction ",Rent-600$/month,Komitas ave  three room sixty-five square metres  floor ninth/eighteenth   new construction  Rent-600$/month For rent apartment area sqm th floor new monolithic building intersection Komitas Avenue Vagharshyan Street The apartment completely renovated furnished modern style equipped necessary appliance accessory Local heating air conditioning system installed floor covered laminate tile The bathroom lined European tile equipped plumbing fixture There open balcony The house elevator security system Nearby bank shop cafe transport stop ,0.0,0.9269000291824341,Rent,600.0,$,600.0
1170,Paronyan 28,one hundred and five square metres,40.180599212646,44.499900817871,3 room,  7/9 ,"Rent-1,000$/month",Paronyan 28 three room one hundred and five square metres  floor seventh/ninth  Rent-1000$/month This spacious apartment sale Paronyan street far Paradjanov The apartment cover square meter occupies th floor building Renovation complete Local heating system installed along air conditioner All room kitchen furnished fully equipped home appliance Internet cable TV available The apartment also includes two storage room ,2.0,0.9832000136375427,Rent,1000.0,$,1000.0
1171,Northern av ,one hundred and twenty square metres,40.181874128855,44.514387694443,3 room,"  8/11 , new construction ","Rent-1,000$/month",Northern av  three room one hundred and twenty square metres  floor eighth/eleventh   new construction  Rent-1000$/month For rent spacious apartment area sqm th floor new monolithic building Northern Avenue near Republic Square The apartment completely renovated connected central heating air conditioning system floor covered laminate tile Both bathroom lined European tile equipped plumbing The room kitchen furnished furniture equipped modern appliance necessary accessory There open balcony entrance living room The house elevator security Nearby shop branded boutique bank cafe entertainment venue ,1.0,0.9882000088691711,Rent,1000.0,$,1000.0
1172,M  Baghramyan ave  70,forty-four square metres,40.196627706212,44.494377457672,1 room,  5/9 ,"Rent-180,000Դ/month",M  Baghramyan ave  70 one room forty-four square metres  floor fifth/ninth  Rent-180000Դ/month For rent apartment area sqm th floor panel building Baghramyan Avenue near Barekamutyun metro station The apartment completely renovated air conditioning gas turbo heater installed floor covered parquet tile The bathroom lined European tile equipped sanitary ware The room fireplace kitchen beautifully furnished equipped household appliance accessory The building elevator intercom Nearby shop bank school cafe entertainment venue ,0.0,0.9866999983787537,Rent,180000.0,Դ,367.35
1173,Gyulbenkyan,seventy square metres,40.20183860112,44.49457028836,3 room,  4/5 ,Rent-450$/month,Gyulbenkyan three room seventy square metres  floor fourth/fifth  Rent-450$/month For rent bright apartment area sqm Gulbenkian Street th floor stone building construction The apartment completely renovated local heating air conditioning system installed floor covered parquet tile The bathroom tiled equipped plumbing The apartment comfortably furnished equipped necessary appliance accessory The building located next HSBC Bank shop cafe transport stop nearby All furniture equipment new ,0.0,0.9854999780654907,Rent,450.0,$,450.0
1174,Northern av  10,one hundred and fifty-nine square metres,40.181942,44.514118,4 room,"  6/10 , new construction ","Rent-4,000$/month",Northern av  10 four room one hundred and fifty-nine square metres  floor sixth/tenth   new construction  Rent-4000$/month bedroom apartment Northern Avenue currently long term rent It cover area occupies th floor new building The apartment newly renovated The building day round security system video surveillance Centralized heating cooling system installed floor living room bedroom covered wood parquet The living room large open balcony view one best section street One bedroom bathroom There also separate bathroom guest serf laundry room apartment All utility available An underground parking spot available ,2.0,0.6671000123023987,Rent,4000.0,$,4000.0
1175,Amiryan,one hundred and eighteen square metres,40.181181152538,44.507116166656,3 room,"  10/14 , new construction ","Rent-2,000$/month",Amiryan three room one hundred and eighteen square metres  floor tenth/fourteenth   new construction  Rent-2000$/month For rent apartment area sqm th floor new monolithic building near intersection Amiryan Street Mashtots Avenue The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate tile bathroom lined European tile equipped plumbing fixture The apartment spacious open French balcony overlooking city The room kitchen beautifully furnished equipped modern household appliance accessory The house elevator security system Nearby bank shop school cafe entertainment venue ,1.0,0.5841000080108643,Rent,2000.0,$,2000.0
1176,Hin Erevantsi,fifty-eight square metres,40.184298,44.512915,3 room,  1/9 ,Rent-550$/month,Hin Erevantsi three room fifty-eight square metres  floor first/ninth  Rent-550$/month For daily rent apartment area sqm st floor building Hin Yerevantsu Street near Northern Avenue The apartment completely renovated local heating air conditioning system installed floor covered tile The bathroom lined European tile equipped plumbing The room kitchen beautifully furnished equipped household appliance accessory Nearby shop bank school cafe entertainment venue ,0.0,0.9280999898910522,Rent,550.0,$,550.0
1177,Vardanants 5ա  apt  139,seventy square metres,40.178798675537,44.517799377441,2 room,  8/11 ,Rent-500$/month,Vardanants 5ա  apt  139 two room seventy square metres  floor eighth/eleventh  Rent-500$/month Cozy apartment rent th floor storied residential building close Sakharov Square The full bathroom kitchen space fitted All room convinient layout fully furnished All utility available A lot shop park metro station nearby ,2.0,0.9807999730110168,Rent,500.0,$,500.0
1178,Ekmalyan 16,one hundred and twenty square metres,40.18469734,44.50822847,4 room,"  5/11 , new construction ",Rent-900$/month,Ekmalyan 16 four room one hundred and twenty square metres  floor fifth/eleventh   new construction  Rent-900$/month apartment area rent th floor storied new residential building Yekmalyan str The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden Water gas hour apartment heating gas boiler The kitchen bathroom tiled equipped sanitary ware There wardrobe cupboard kitchen hallway All necessary shop nearby ,2.0,0.9369999766349792,Rent,900.0,$,900.0
1179,M  Baghramyan ave ,sixty-five square metres,40.194637102164,44.493962322754,2 room,"  4/6 , new construction ",Rent-500$/month,M  Baghramyan ave  two room sixty-five square metres  floor fourth/sixth   new construction  Rent-500$/month For rent studio apartment area sqm Yerznkyan Street th floor new building near intersection Baghramyan Avenue The apartment completely renovated help excellent designer renovation occupied Heating cooling carried local heating air conditioning system equipped furniture appliance It open balcony street view In courtyard free parking space car The building elevator security system All necessary shop entertainment venue Barekamutyun metro station nearby ,0.0,0.7067999839782715,Rent,500.0,$,500.0
1180,Y Koghbatsi,forty-eight square metres,40.18181621,44.5111789,2 room,  10/10 ,Rent-550$/month,Y Koghbatsi two room forty-eight square metres  floor tenth/tenth  Rent-550$/month One bedroom apartment downtown Koghbatsi street currently long term daily rent It cover area occupies th floor storey building The apartment renovated Local heating system air conditioner installed There inbuilt wardrobe corridor kitchen All room furnished equipped necessary appliance Cable TV Internet available Open air parking allocated car If wanted offer service driver meet airport safely take beforehand reserved address Daily rent Viber WhatsApp Arthur ,2.0,0.9894000291824341,Rent,550.0,$,550.0
1181,Amiryan,one hundred and seventy square metres,40.181987609118,44.505689231458,3 room,"  3/14 , new construction ","Rent-1,300$/month",Amiryan three room one hundred and seventy square metres  floor third/fourteenth   new construction  Rent-1300$/month For rent spacious bright apartment area sqm rd floor monolithic building intersection Amiryan Saryan street The apartment completely renovated local heating air conditioning system installed floor covered parquet tile Both bathroom lined European tile equipped plumbing fixture The room kitchen furnished expensive furniture equipped appliance accessory The apartment open balcony Underground parking provided car Nearby shop cafe entertainment venue ,1.0,0.9868000149726868,Rent,1300.0,$,1300.0
1182,Antarayin 160 12  apt  13,sixty square metres,40.194995287465,44.509244316541,2 room,"  3/5 , new construction ",Rent-onrequest,Antarayin 160 12  apt  13 two room sixty square metres  floor third/fifth   new construction  Rent-onrequest Luxury apartment rent nd floor storied new building ane prestigiouse district close Kaskad Large kitchen space fully fitted room convinient layout Wide window make flat unique Free parking slot available within walking distance Opera House ,2.0,0.983299970626831,Rent,0.0,,0.0
1183,Bayron 12,one hundred square metres,40.187371,44.518305,3 room,  3/5 ,"Rent-1,000$/month",Bayron 12 three room one hundred square metres  floor third/fifth  Rent-1000$/month For rent apartment area sqm rd floor stone building Byron Street The apartment completely renovated floor lined stone tile laminate The bathroom tiled equipped HQ plumbing The room kitchen furnished modern style equipped household appliance There storage room open balcony Nearby building Conservatory Opera park bank shop entertainment venue ,1.0,0.8278999924659729,Rent,1000.0,$,1000.0
1184,Northern av ,one hundred and forty square metres,40.180283441678,44.514140931212,3 room,"  5/8 , new construction ","Rent-1,500$/month",Northern av  three room one hundred and forty square metres  floor fifth/eighth   new construction  Rent-1500$/month Two bedroom spacious apartment Northern avenue currently rent It cover area occupies th floor new residential storey new building The apartment renovated It nice design Centralized heating system installed along air conditioner The apartment furnished equipped necessary appliance Numerous shop entertainment center bank supermarket located nearby ,2.0,0.9854000210762024,Rent,1500.0,$,1500.0
1185,Northern av ,one hundred and forty-five square metres,40.182371757039,44.514498399926,3 room,"  8/8 , new construction ","Rent-2,600$/month",Northern av  three room one hundred and forty-five square metres  floor eighth/eighth   new construction  Rent-2600$/month This luxurious apartment Northern avenue currently rent It cover top floor story new building The apartment fully renovated furnished cozy furniture equipped necessary home appliance Centralized heating air conditioning system installed One bathroom jacuzzi There also open balcony Underground parking allocated car Security system operates building Within minute walking distance one find important sight attraction city center including Opera House Republic Square numerous fancy shop restaurant coffee shop bank branch Parma supermarket Airport transportation provided ,2.0,0.9901999831199646,Rent,2600.0,$,2600.0
1186,Northern av ,one hundred and twenty square metres,40.182066,44.515394,2 room,"  8/10 , new construction ","Rent-1,800$/month",Northern av  two room one hundred and twenty square metres  floor eighth/tenth   new construction  Rent-1800$/month For rent modernly furnished renovated apartment sqm th floor new building Northern Avenue The ceiling height meter There heating cooling carried centralized system The open balcony offer beautiful view The building continuously working elevator security Near house many shop entertainment venue supermarket bank ,1.0,0.9830999970436096,Rent,1800.0,$,1800.0
1187,N Tigranyan,eighty-seven square metres,40.210080287591,44.520344473541,3 room,"  2/11 , new construction ",Rent-650$/month,N Tigranyan three room eighty-seven square metres  floor second/eleventh   new construction  Rent-650$/month For rent bright apartment area sqm nd floor new monolithic building Tigranyan Street Ani quarter The apartment completely renovated inhabited A local heating system installed floor covered laminate kitchen press granite Both bathroom lined European tile equipped plumbing fixture All room kitchen furnished modern style equipped necessary appliance accessory There open balcony pleasant view The house elevator security system The yard well maintained outdoor parking lot playground football field Nearby shop school entertainment venue transport stop ,0.0,0.7369999885559082,Rent,650.0,$,650.0
1188,Nalbandyan 7  apt  4,thirty-seven square metres,40.179298400879,44.515998840332,2 room,  2/5 ,Rent-500$/month,Nalbandyan 7  apt  4 two room thirty-seven square metres  floor second/fifth  Rent-500$/month Fully furnished newly renovated apartment rent first floor storied residential building close Republic Square The room convinient layout rent period necessary home appliance All utility gas central heating available Nearby neccessary store metro station etc ,2.0,0.9645000100135803,Rent,500.0,$,500.0
1189,Sayat Nova ave  8,thirty-nine square metres,40.183086,44.519158,1 room,  2/5 ,Rent-850$/month,Sayat Nova ave  8 one room thirty-nine square metres  floor second/fifth  Rent-850$/month This bedroom apartment area currently rent Occupying nd floor story building located street apartment fully renovated furnished modern window air condition installed All utility available well cable TV internet connection ,2.0,0.7433000206947327,Rent,850.0,$,850.0
1190,Tsarav Aghbyur,seventy-three square metres,40.217486316738,44.549188949737,2 room,"  11/13 , new construction ",Rent-500$/month,Tsarav Aghbyur two room seventy-three square metres  floor eleventh/thirteenth   new construction  Rent-500$/month For rent spacious bright apartment area sqm th floor monolithic building Tsarav Aghbyur Street The apartment completely renovated floor covered parquet local heating air conditioning system installed bathroom lined European tile equipped plumbing fixture There dressing room shelf open balcony beautiful panorama The apartment provided furniture necessary appliance The house elevator security system The yard well maintained playground nearby Gazprom sport school necessary infrastructure ,1.0,0.9886000156402588,Rent,500.0,$,500.0
1191,M  Baghramyan ave ,ninety-seven square metres,40.19207378,44.50537996,3 room,  3/10 ,Rent-450$/month,M  Baghramyan ave  three room ninety-seven square metres  floor third/tenth  Rent-450$/month apartment area rent rd floor storey building Orbeli street entarnce Yerznkyan street The apartment fully repaired populated The entrance door metallic window modern plastic one floor wooden Heated gas boiler Cable TV internet connection available The kitchen bathroom tiled equipped sanitary ware All room furnished also Outdoor parking provided ,2.0,0.6401000022888184,Rent,450.0,$,450.0
1192,Deghatan 15  apt  4,one hundred square metres,40.17473377,44.51105015,4 room,"  2/6 , new construction ",Rent-800$/month,Deghatan 15  apt  4 four room one hundred square metres  floor second/sixth   new construction  Rent-800$/month comfortable apartment rent first floor storied new building close Republic Square Kitchen space fully fitter whole period rent furniture home appliance utensil Nearby lot brand shop amenity cafe etc Metro station within minute walking ,2.0,0.9824000000953674,Rent,800.0,$,800.0
1193,Sayat Nova ave  25 26  apt  1ա,one hundred and sixty square metres,40.180000305176,44.522701263428,4 room,  3/3 ,Rent-800$/month,Sayat Nova ave  25 26  apt  1ա four room one hundred and sixty square metres  floor third/third  Rent-800$/month apartment convinient layout long term daily rent top floor storied building close restaurant All utility available For whole period rent home appliance utensil Nearby lot brand shop amenity cafe park etc ,2.0,0.9819999933242798,Rent,800.0,$,800.0
1194,Komitas ave  15,fifty-three square metres,40.203477,44.499404,2 room,"  3/17 , new construction ",Rent-onrequest,Komitas ave  15 two room fifty-three square metres  floor third/seventeenth   new construction  Rent-onrequest One bedroom apartment Komitas Vagharshyan crossroad currently rent It cover area occupies rd floor new building The apartment newly renovated Local heating system installed alongside air conditioner Kitchenware bed linen provided Supermarket Yeritsyan Sons bank branch school N bus stop located nearby The price AMD due stay day ,2.0,0.9865000247955322,Rent,0.0,,0.0
1195,Y Koghbatsi,fifty-six square metres,40.181363,44.510732,2 room,"  12/18 , new construction ","Rent-1,000$/month",Y Koghbatsi two room fifty-six square metres  floor twelfth/eighteenth   new construction  Rent-1000$/month For rent apartment area sqm Koghbatsi street th floor new building The apartment completely renovated inhabited centralized heating cooling provided air conditioner bedroom living room panoramic window floor floor covered European tile bathroom equipped plumbing The apartment open balcony beautiful view The building security Underground parking also available additional fee A driver provided meet airport deliver reserved address Rent per month daily ,1.0,0.8291000127792358,Rent,1000.0,$,1000.0
1196,Aygestan 11 th,seventy-four square metres,40.179966951694,44.530827709042,3 room,"  4/4 , new construction ",Rent-850$/month,Aygestan 11 th three room seventy-four square metres  floor fourth/fourth   new construction  Rent-850$/month For daily long term rent apartment modern style area sqm th floor new monolithic building Aigestan th street The apartment completely renovated equipped beautiful lighting furnished modern furniture provided appliance necessary household item Local heating air conditioning system installed floor covered laminate heated tile bathroom tiled equipped plumbing There French balcony beautiful view A security system installed building There shop entertainment venue nearby Rent daily ,1.0,0.9886999726295471,Rent,850.0,$,850.0
1197,Vardanants 5ա  apt  237,fifty square metres,40.178798675537,44.517799377441,3 room,  2/10 ,Rent-450$/month,Vardanants 5ա  apt  237 three room fifty square metres  floor second/tenth  Rent-450$/month Fully furnished apartment rent firstd floor storied residential building near Sakharov Square All utility available For whole rent period home applaiences Nearby several supermarket It close metro station Republic Square etc ,2.0,0.9368000030517578,Rent,450.0,$,450.0
1198,Amiryan 4 4,fifty-four square metres,40.179372,44.511082,2 room,"  4/11 , new construction ",Rent-750$/month,Amiryan 4 4 two room fifty-four square metres  floor fourth/eleventh   new construction  Rent-750$/month For daily rent bright apartment area sqm th floor new monolithic building Amiryan Street The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate tile The bathroom lined European tile equipped plumbing The apartment equipped amenity furnished equipped modern appliance accessory From apartment exit roof hotel used terrace The building elevator Nearby Republic Square shop bank entertainment venue ,1.0,0.9878000020980835,Rent,750.0,$,750.0
1199,Amiryan,seventy-five square metres,40.18036535,44.5085557,3 room,"  5/15 , new construction ",Rent-600$/month,Amiryan three room seventy-five square metres  floor fifth/fifteenth   new construction  Rent-600$/month This cosy double bedroom apartment area term rent th floor storied building Amiryan street The room clean renovated Air conditioner installed Internet Cable TV available together utility amenity necessary living fridge washing machine dish There also open balcony Stores cafe supermarket within walking distance home ,2.0,0.9835000038146973,Rent,600.0,$,600.0
1200,Davtashen 1 st distr ,eighty square metres,40.217585356238,44.486809050261,3 room,"  3/8 , new construction ","Rent-250,000Դ/month",Davtashen 1 st distr  three room eighty square metres  floor third/eighth   new construction  Rent-250000Դ/month For rent apartment area sqm rd floor new monolithic building st quarter Davtashen The apartment completely renovated local heating system installed floor covered laminate tile The bathroom lined European tile equipped plumbing The room kitchen furnished modern style equipped appliance accessory The apartment open balcony The building elevator security system underground parking ,0.0,0.9757999777793884,Rent,250000.0,Դ,510.2
1201,Tamanyan,ninety-eight square metres,40.189707,44.514981,3 room,  4/5 ,"Rent-1,000$/month",Tamanyan three room ninety-eight square metres  floor fourth/fifth  Rent-1000$/month Two bedroom apartment Tamanyan street next Complex cascade currently rent It cover area occupies rd floor building The apartment newly renovated Local heating system installed alongside air conditioner All room kitchen furnished modern beautiful furniture full inbuilt wardrobe The apartment open balcony wonderful view Complex Cascade Outdoor parking provided If needed provide driver meet airport bring beforehand reserved address Long term rent daily rent Viber WhatsApp Arthur ,2.0,0.9089999794960022,Rent,1000.0,$,1000.0
1202,Amiryan,one hundred and fifty square metres,40.178847205319,44.510330180951,4 room,"  7/10 , new construction ","Rent-2,100$/month",Amiryan four room one hundred and fifty square metres  floor seventh/tenth   new construction  Rent-2100$/month Three bedroom spacious apartment Amiryan street currently rent It cover area occupies th floor new residential storey building The apartment renovated Centralized heating system air conditioner installed All room furnished Two open balcony nice view available Cable TV Internet installed If necessary offer service professional driver meet airport safely take beforehand reserved apartment Short term Viber WhatsApp Artur ,2.0,0.9886999726295471,Rent,2100.0,$,2100.0
1203,Argishti,ninety square metres,40.170600783106,44.50383607847,3 room,"  14/14 , new construction ",Rent-600$/month,Argishti three room ninety square metres  floor fourteenth/fourteenth   new construction  Rent-600$/month For rent bright apartment area sqm th floor new building Argishti Street Glendale Hills microdistrict The apartment renovated inhabited All furniture appliance also new Local heating air conditioning system installed floor covered laminate There TVs living room one bedroom The bathroom lined European tile equipped plumbing fixture There laundry room open balcony city view There elevator building The yard well maintained Nearby park shop bank entertainment venue ,0.0,0.746999979019165,Rent,600.0,$,600.0
1204,Tsitsernakaberd Hwy ,one hundred and fifteen square metres,40.17893663393,44.489558806915,3 room,"  3/22 , new construction ",Rent-800$/month,Tsitsernakaberd Hwy  three room one hundred and fifteen square metres  floor third/twenty-second   new construction  Rent-800$/month For rent bright apartment area sqm rd floor new monolithic building Tsitsernakaberd highway near Dalma shopping center The apartment completely renovated local heating air conditioning system installed floor covered laminate heated tile bathroom finished European tile equipped plumbing fixture The kitchen room beautifully furnished equipped appliance accessory There open balcony beautiful view The building elevator security system There playground yard ,0.0,0.98580002784729,Rent,800.0,$,800.0
1205,Antarayin 160 15,fifty-seven square metres,40.195717251509,44.508410008598,2 room,"  4/5 , new construction ",Rent-800$/month,Antarayin 160 15 two room fifty-seven square metres  floor fourth/fifth   new construction  Rent-800$/month For daily rent bright apartment area sqm th floor new residential building Antarain Street Cascade Hills quarter The apartment completely renovated local heating air conditioning system installed floor covered press granite parquet bathroom studio kitchen lined European tile equipped plumbing There open balcony The apartment fully furnished equipped modern appliance accessory The house elevator security system gym event hall In courtyard playground swimming pool Nearby bank school kindergarten shop cafe entertainment venue ,0.0,0.9412000179290771,Rent,800.0,$,800.0
1206,Tumanyan St  35բ,one hundred and ten square metres,40.186558,44.510067,3 room,  1/7 ,Rent-700$/month,Tumanyan St  35բ three room one hundred and ten square metres  floor first/seventh  Rent-700$/month Two bedroom apartment Tumanyan street next church Zoravor currently daily long term rent It cover area occupies st floor building The apartment newly renovated Local heating system installed alongside air conditioner All bedroom separate bathroom Opera House bank branch bus stop located nearby ,2.0,0.9835000038146973,Rent,700.0,$,700.0
1207,Vardanants,ninety-two square metres,40.175417,44.519886,3 room,"  14/23 , new construction ","Rent-1,200$/month",Vardanants three room ninety-two square metres  floor fourteenth/twenty-third   new construction  Rent-1200$/month For rent beautiful apartment area sqm th floor new building Vardanants Street The apartment completely renovated local heating air conditioning system installed floor covered laminate tile ceiling height The bathroom tiled equipped plumbing fixture The apartment equipped amenity furnished equipped modern appliance There beautiful view open balcony The building security system underground parking elevator There playground courtyard Nearby located Vernissage medical center shop bank transport stop entertainment venue ,0.0,0.6833999752998352,Rent,1200.0,$,1200.0
1208,Mashtots avenue,ninety square metres,40.182012896571,44.508542390212,3 room,  8/8 ,"Rent-1,400$/month",Mashtots avenue three room ninety square metres  floor eighth/eighth  Rent-1400$/month For daily rent apartment area sqm th floor building Mashtots Avenue The apartment completely renovated local heating air conditioning system installed panoramic window installed floor covered laminate tile One bathroom connected bedroom Both bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped household appliance accessory The balcony offer beautiful view Malibu Park Nearby shop bank entertainment venue ,1.0,0.7300000190734863,Rent,1400.0,$,1400.0
1209,A  Khachatryan,sixty-three square metres,40.206541117359,44.501780472213,2 room,  2/5 ,Rent-300$/month,A  Khachatryan two room sixty-three square metres  floor second/fifth  Rent-300$/month For rent apartment area sqm nd floor stone building Aram Khachatryan Street The apartment good condition heated gas boiler floor covered parquet bathroom kitchen tiled equipped plumbing The apartment equipped amenity furnished equipped modern appliance accessory There basement sqm Nearby shop pharmacy school transport stop ,0.0,0.9836000204086304,Rent,300.0,$,300.0
1210,V Papazyan,forty-seven square metres,40.201478218346,44.503761423278,2 room,  3/5 ,"Rent-240,000Դ/month",V Papazyan two room forty-seven square metres  floor third/fifth  Rent-240000Դ/month For rent comfortable apartment area sqm rd floor building intersection Avetisyan Papazyan Streets near Rio shopping center The apartment completely renovated local heating air conditioning system installed floor covered laminate press granite The bathroom lined European tile equipped plumbing The apartment furnished equipped household appliance accessory Near house shop bank cafe entertainment venue ,1.0,0.630299985408783,Rent,240000.0,Դ,489.8
1211,Leningradyan 23 1  apt  34,ninety-five square metres,40.190912,44.470128,3 room,"  5/6 , new construction ",Rent-550$/month,Leningradyan 23 1  apt  34 three room ninety-five square metres  floor fifth/sixth   new construction  Rent-550$/month For rent bright cozy apartment area sqm th floor new monolithic building Leningradyan Street The apartment completely renovated local heating air conditioning system installed floor covered laminate The bathroom lined European tile equipped plumbing The room kitchen tastefully furnished equipped household appliance There open balcony overlooking street The building elevator intercom The yard well maintained playground ,0.0,0.9868999719619751,Rent,550.0,$,550.0
1212,Buzand 107,eighty-five square metres,40.183911060929,44.505808999999,2 room,"  2/15 , new construction ","Rent-1,200$/month",Buzand 107 two room eighty-five square metres  floor second/fifteenth   new construction  Rent-1200$/month For daily rent apartment area sqm nd floor building intersection Saryan Buzand street The apartment completely renovated connected central heating system floor covered laminate tile The bathroom lined European tile equipped plumbing The apartment furnished equipped modern appliance accessory There elevator building security system employee Nearby bank school shop cafe entertainment venue The price negotiable ,1.0,0.986299991607666,Rent,1200.0,$,1200.0
1213,Adonts,fifty square metres,40.213555764998,44.523902137573,2 room,"  5/8 , new construction ",Rent-onrequest,Adonts two room fifty square metres  floor fifth/eighth   new construction  Rent-onrequest For daily rent studio apartment original design sqm th floor new building Adonts Street Yeraz complex It heated chiller The apartment completely renovated air conditioning installed floor covered laminate The bathroom kitchen tiled equipped plumbing fixture There closet open French balcony The apartment beautifully furnished equipped household appliance accessory Internet cable TV The building security system employee underground parking elevator playground courtyard ,0.0,0.987500011920929,Rent,0.0,,0.0
1214,P Sevak 8 1,one hundred and thirty-seven square metres,40.208705,44.533944,4 room,"  13/14 , new construction ",Rent-800$/month,P Sevak 8 1 four room one hundred and thirty-seven square metres  floor thirteenth/fourteenth   new construction  Rent-800$/month For rent beautiful spacious apartment area sqm th floor new building Sevak Street The apartment completely renovated local heating system installed floor covered parquet tile Both bathroom lined European tile equipped plumbing The apartment furnished equipped modern appliance accessory open balcony beautiful view The building elevator security system playground courtyard Nearby bank school shop cafe entertainment venue ,1.0,0.9872000217437744,Rent,800.0,$,800.0
1215,Tamanyan,ninety-seven square metres,40.189605867698,44.515886306762,3 room,  3/5 ,"Rent-1,100$/month",Tamanyan three room ninety-seven square metres  floor third/fifth  Rent-1100$/month For rent apartment area sqm rd floor stone building project Tamanyan Street next Cascade The apartment completely renovated local heating air conditioning system installed floor covered hardwood tile Both bathroom lined European tile equipped plumbing one bathroom connected bedroom jacuzzi The apartment furnished equipped modern appliance accessory closet storage room Nearby park shop bank cafe entertainment venue ,1.0,0.8288999795913696,Rent,1100.0,$,1100.0
1216,Verin Antarain,one hundred and eighty square metres,40.196232728346,44.51183735582,4 room,"  3/3 , new construction ","Rent-2,500$/month",Verin Antarain four room one hundred and eighty square metres  floor third/third   new construction  Rent-2500$/month For long term rent spacious uninhabited apartment area sqm rd floor new building Verin Antarain Street The apartment completely renovated local heating air conditioning system installed floor covered laminate tile bathroom lined tile equipped plumbing There open balcony beautiful view The apartment furnished equipped household appliance dressing room The building elevator security system Nearby shop bank school cafe transport stop Sold furniture appliance parking space sqm There area sqm roof public use ,0.0,0.5945000052452087,Rent,2500.0,$,2500.0
1217,Bayron 3,one hundred and sixty-six square metres,40.18632432,44.51802121,3 room,"  3/7 , new construction ","Rent-1,500$/month",Bayron 3 three room one hundred and sixty-six square metres  floor third/seventh   new construction  Rent-1500$/month situ concrete renovated security worker sunny furnished open balcony new wiring new water tube metal door euro window hardwood flooring air conditioner appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas internet cable tv centralized heating underground parking elevator building gym pool bathroom balcony storage room bedroom ,0.0,0.9872999787330627,Rent,1500.0,$,1500.0
1218,Sayat Nova ave  4,seventy-seven square metres,40.183898925781,44.517700195312,3 room,  12/12 ,Rent-900$/month,Sayat Nova ave  4 three room seventy-seven square metres  floor twelfth/twelfth  Rent-900$/month A two bedroom apartment located Sayat Nova street building Puppet Theater currently rent It area occupies th floor storey building The apartment renovated Local heating system air conditioning installed The apartment furnished inbuilt wardrobe installed corridor kitchen Cable TV Internet available Cars parked yard ,2.0,0.9842000007629395,Rent,900.0,$,900.0
1219,Arabkir 27 th,one hundred and eighteen square metres,40.199709103705,44.509625150787,3 room,"  3/10 , new construction ","Rent-1,100$/month",Arabkir 27 th three room one hundred and eighteen square metres  floor third/tenth   new construction  Rent-1100$/month For rent apartment area sqm rd floor building Arabkir near Rio Mall The apartment completely renovated local heating air conditioning system installed floor covered laminate tile panoramic window floor ceiling installed bathroom kitchen tiled equipped plumbing The room beautifully furnished equipped household appliance accessory There open balcony beautiful view The building elevator gym security system employee There outdoor swimming pool courtyard Nearby bank school kindergarten shop transport stop ,0.0,0.9890000224113464,Rent,1100.0,$,1100.0
1220,Buzand,sixty-three square metres,40.177202991673,44.515636358474,2 room,"  7/7 , new construction ",Rent-600$/month,Buzand two room sixty-three square metres  floor seventh/seventh   new construction  Rent-600$/month For daily rent apartment area sqm th floor new building Buzand Street next Republic Square The apartment completely renovated local heating air conditioning system installed floor covered laminate The bathroom lined European tile equipped plumbing fixture The room kitchen beautifully furnished equipped household appliance accessory There open balcony The house elevator The yard well maintained playground Nearby shop bank school cafe entertainment venue ,1.0,0.5981000065803528,Rent,600.0,$,600.0
1221,Mashtots avenue 33 1,one hundred and thirty square metres,40.185554446995,44.511990308762,3 room,"  8/14 , new construction ",Rent-800$/month,Mashtots avenue 33 1 three room one hundred and thirty square metres  floor eighth/fourteenth   new construction  Rent-800$/month For daily rent apartment area sqm th floor new building Mashtots Avenue next Opera theatre The apartment completely renovated local heating air conditioning system installed well panoramic window floor ceiling floor covered laminate Both bathroom lined European tile equipped plumbing fixture The room kitchen beautifully furnished equipped household appliance accessory From open balcony beautiful view Opera The house elevator security system Nearby shop bank school cafe entertainment venue ,1.0,0.6298999786376953,Rent,800.0,$,800.0
